"date","user_name","netabare","text"
"2019/01/05","ビースト","false","一気に読み切って欲しい。当たり前だと思っていたことが、当たり前じゃなかった瞬間の衝撃を味わって欲しい。最後から二行目を読んだ瞬間のゾクゾク感。これは面白い。読み返したくなる。これから読む方、是非普通の恋愛小説として楽しんでください。最後から二行目という謳い文句に対し、それより先に謎を見破ろうと思わないで、純粋に恋愛小説を楽しんでください。手品はタネを見破ろうとして見ても面白くないです。読んだ方、いやーヤラレましたねって共感の握手をしたい。映画化がどのように描いてあるのか見てみたい。"
"2019/01/05","はる","false","読み終わったとき普通になんもないやんw って思ってたから全然気がつかなかった。 ネタバレ調べたら理解。 再読したくなるね〜。"
"2019/01/04","さわ","true","最後から二行目が強調され過ぎて、ある意味それがネタバレかもしれない。ひたすらマユコと主人公を疑いながら読み、マユコが最初から最後まで不気味だった。 また、このお話はマユコ含む主人公達にとってイニシエーションだということ(その最中)？ 確かにもう一度読みたくなるけれど、この後味だと気力が必要かもしれない。"
"2019/01/04","(˙˘˙̀ ✰","false","途中で？と疑問に感じたところはあったものの、最後まで気付かずに読めて良かった。ただの恋愛小説ではありませんでした。"
"2019/01/04","かっと","false","初めて恋人ができた時の感情が呼び起こされる感じがした。"
"2019/01/03","ヒドロ水素化","false","「最後から二行目で、本書は全く違った物語に変貌する！」という触れ込みに引かれて購入。恥ずかしながら、あることをすっかり失念していたため、読了しても「うん？普通の恋愛小説では？」などと思ってしまいました。用語辞典を読んでようやく理解。特に用語集最後の一文には戦慄させられました。確かに目次や男女7人のあたりは違和感を感じましたが…。これは紛れもなく再読せざるを得ない名著ですね…！"
"2019/01/03","ka2ku","true","恋愛小説でありながら、叙述トリックを利用した作品。sideAとsideBで同じ恋愛を扱っているように勘違いさせる書き方が面白かった。しかも、時期もだいたい同じという。sideA,Bで違う話ということは、読んでいて「あれ？」と思う部分があったのでわかったのに、時期については全然わからなかったのが残念だった。でも、恋愛小説としても叙述トリックものとしてもとても面白かった。そして、イニシエーション・ラブの意味についてもいいなと思った。"
"2019/01/02","ロン","true","頭悪いので、「誰これ？」と最後なりました。恥ずかしながらネットの解説見て理解しました。もちろん、SideA・SideBという括りワードや、「あれ？学歴違くない？」と推測させるタイミングは多数ありましたが。時系列がズルい、良い意味で。 こういう叙述トリックって圧倒的に作者に分があると思う。パワーワード「最後の2行」縛られすぎて読み終えることを優先してしまったがため、ラストにしばらく呆然とさせられた。"
"2019/01/02","nico","false","どんでん返し来るぞ来るぞと構えてたけど、最後、あまりよくわからず終わってしまった…読み方が浅いのかも。　皆さんのレビューみて、勉強し直そうー。　もやっとのままだー。"
"2018/12/31","とみい","true","たっくんとマユコのイニシエーション・ラブの話。違和感は覚えながらも｢殺人が起こるとかじゃなくて普通に恋愛小説か～叙述トリックものらしいけどどこで騙されてるんだろ？｣と思いながら読んでいた 始めからめっちゃ騙されてた！たっくんAが伊藤誠みたいな男になったんじゃなくてよかった……"
"2018/12/30","f11","false","イニシエーション。通過儀礼。たっくんとマユコ、お互いが大人になる為の恋愛。普通の青春小説と思いきや…。結末は誰にも言ってはいけない。もう一度読み返したくなる。なるほど。こういうのもありなのか。"
"2018/12/30","かえなつ","false","たっくん、東京にかぶれちゃったなぁ...えっ、えっ、あ、あら～(笑)。いやはや、セカンドラブもそうでしたが、乾さんの書籍は仕掛けが凄いですね。2018年最後の1冊楽しませていただきました。"
"2018/12/30","めがほん","false","トリックはすごくいいと思うけど、文章が、、、。「その情報要る？」って言いたくなるダラダラした説明調子の地の文が多くて好きになれなかった。"
"2018/12/29","megumi","false","延々と続くありがちなラブストーリーを読まされてきたが、ずっっと「何か変」という違和感を持っていた。ラスト読み終わってもまず「は？」という感想のみ。癪だがネタバレサイトを見て、初めて理解できた。それにしても、登場人物、ほとんど嫌だ。そして私はあまり露骨な性描写が好きではないので、初体験のシーンは苦手。なのでもう読み返すのは遠慮するが、仕掛けとしては「なるほど～」と思わざるをえない。伏線はあちこちにあったんだなぁ....."
"2018/12/29","ぷろ","false","知人に強く勧められて読んだ。 読み終わって「それで？」というのが感想。 たしかに読者を騙すトリックはあって、わかるとそうだったんだとなるのだけれど、だからそれがどうしたというのか。 結局は打算的で不毛なただの恋話。 トリックがあろうとなかろうと恋愛に不慣れな男女のあれこれを80年代の雰囲気に乗せて書いてるだけの、つまらない物語だった。 この小説を絶賛してる人は恐らく大人になってもバブルを引きずっている幼稚な感性の人達なのでは。 まともな大人が楽しめるとはとても思えません。"
