"date","user_name","netabare","text"
"2019/01/07","ポポロ","false","たった148頁に、人間への愛が溢れていた。正直もっと苦労苦労している話を想像していた。人間への愛。そんでもって、同じ舞台を、同じ時代を戦っていた人間への愛。「必要がないことを長い時間をかけてやり続けることは怖いだろう？(中略)この長い年月をかけた無謀な挑戦によって、僕は自分の人生を得たのだと思う。」の文が一番残った。きっと又吉サンは自分もちゃんと愛しているんだ。"
"2019/01/06","セイカ","false","夢を本気で追ったこともないのに燻っていて、やるせない感じがわかる気がしてしまった。それくらい、ダラりと、グチャりと、した感情の描写が鋭く繊細でした。"
"2019/01/06","chihirok55","false","さわりだけ読んで、積ん読になってたのをようやく読了。お笑いって大変だなあと、ずっと息苦しい。「エジソンが発明したのは闇」っていうフレーズがあってすごくいいなと思った。"
"2019/01/06","いちご","false","読む機会があり話題になったこの本をよみました。 読書歴が浅く、純文学が何かをわかっていない自分には経験が足りないのでしょう。 芥川賞を取ったとゆうことがピンと来なかったですが普通に面白く読みました。 映画？版も見てみたいなと思いました。"
"2019/01/05","ささやか@ケチャップマン","false","有名なのでいつでも読めるだろうと思い手をつけていなかった火花をようやく読んだ。これは、面白い。きちんとした良い文学だ。他の作品も俄然気になる出来であった。"
"2019/01/05","あんこ","false","図書館でついに予約なしで借りられるようになってたから借りてきた。先にNHKのドラマ見たので、徳永は林遣都、神谷は波岡一喜を思い浮かべながら読みました。芸人にしか書けない小説だと思う。芸人論もだし、スパークスの最後の漫才も、神谷が最後にやっちゃったことも。純粋に面白いことを追究して、世間に受け入れてもらえず空回りしてる芸人たくさんいるんだろうな。厳しい世界。ところどころ、知らない言葉が出てきて、さすが読書家の又吉だなーと思いました。"
"2019/01/02","グルーチョ","false","現役の芸人だからこそ書ける小説。芸人の生態や性を言葉で説明するのではなく二人の異常な会話を通して描く。徳永は確固たる規律を持ち、決して迎合しない神谷を崇拝する。しかし笑いとは誰かが笑ってくれなければ成立しない。神谷は他者をまったくかえりみず自らの笑いを追求するがそれは果たして芸人といえるのであろうか？最後のグロテスクともいえる場面はその思想が行きすぎたゆえの顛末なのだ。神谷は他者を省みない。その結果なにが面白いのかわからなくなったのてまはないか。それは最良の理解者である徳永と出会ってしまったからではないか"
"2019/01/02","h1r04","false","単純にめちゃめちゃ面白い 小説っぽくないと言われるかもしれないけど、それこそこの中で出てくる漫才とはみたいなところと掛け合わさってるんだろうし、著者もそれを考えていたのだろうなと思った。 おもしろかった"
"2018/12/31","まっち","true","天才肌で人情家の先輩芸人、神谷とそれを慕う主人公、徳永。 会話全てが、漫才みたいになっている。 又吉さんの芸人魂を感じる。 最後、神谷が豊胸してしまうところが何とも。別にそう言った願望があるわけでもなく、その突飛な考えに意表を突かれた。"
"2018/12/29","asiantamtam","false","やっと読んだベストセラー。文章が理屈っぽすぎて、そこが逆におかしさを醸し出しているような。成功するのはほんの一握り、いつもいつも人を笑わせようと知恵を振り絞らないといけない芸人は過酷な生き様だな。"
