"date","user_name","netabare","text"
"2019/01/07","awawa_awa_awa","false","残り50ページほどで、結末が予想できる。"
"2019/01/06","青菜結","false","タイトルにもある通り、主人公がある男との出会いをキッカケに仕事を辞める物語。読後感が爽快で、内容も冗長でなく、軽い文体なので直ぐに読み切れる点もいい。『自分の人生を取り戻す』というテーマは、社会や周りの風潮に振り回され疲弊しがちな人たちにとって、結構刺さるのではないでしょうか。この物語の主人公のように、自身を支え、鼓舞してくれる人と出会える幸運は本当に羨ましい。人と人との繋がりとは、本当に大切だと再認識させられた。"
"2019/01/06","Meg","false","主人公ほど若くないけど、今すぐ辞める行動は取れないけど、転職活動しようと思わせてくれた。"
"2019/01/06","もえ","false","ヤマモトという存在がなぞ過ぎて混乱する主人公が面白かった。軽いタッチで描かれていてでもメッセージ性がある。社会のため、ましてや会社のために命を落とすなんて何時代ってかんじだよね。自分と自分を大切に思ってくれている人のために生きる。生きていれば十分、そう思ってくれている人はいるから。"
"2019/01/05","オレンジャー","false","映像向きのプロットな読み心地。これが今の時代を反映した売れる本ではあるが、読書に慣れた人だと安易すぎてちょっと稚拙さを感じる。でもこれはこれで、普段本を読まない人も手に取りやすく、注目を浴びるだけ惹かれるものがあるのもわかる。堅苦しく文芸調に書いていたら受けなかっただろうし、これは読みやすさと苦しくても人にメッセージを送るエンターテイメントさがいいところ。"
"2019/01/05","のに","true","昨日の夜から読み始め、只今読了。一年足らずで仕事を辞めてしまった若き主人公。確かに心壊しながらも命と引き替えにしてまですることではないのかもしれないけど、私が就職した頃は『石の上にも３年』と３年は勤めること。とか、1年目は仕事を学ばせてもらう、2年目は自分の仕事を持つ、3年目にして始めて会社の役に立つのだ、と教えられたものだった。少なくても１年はいてもらわなくては後輩たちの求人に差し障りが出てくる、とか。今はちょっと違うんだなぁ、親も『いいから辞めて、帰っておいで』なんだなぁ…と現実を思い知った。"
"2019/01/05","苺仲良","false","ライトな文章で読みやすい分、本書の持つ強いメッセージが胸に刺さります。月曜日は死にたくなるし、自分の事で精一杯、他の事なんて少しも考えられなくて、ただ生きていく事すら下手くそで。そんな僕でも、自分の人生は変えられる。本書の存在が僕にとっての「ヤマモト」。勇気をもらいました。明日からも頑張れそうです。"
"2019/01/05","え〜さん","true","今年の仕事始めの日に読み始めた本（笑）偶然の出会いだったけれど、主人公・隆とヤマモトがお互いのことを想い合える友人になれて良かった。途中からなんとなく展開が読めた部分があったけれど、素敵なラストだった。辛い描写もあるので、心が元気な時じゃないと読むのがしんどいかもしれないな。生きるために理不尽すぎることに耐えて耐えて働いて、耐えきれなくなって結局死んでしまうなんて悲しすぎるし。自分と大切な人たちの幸せのために生きたい。"
"2019/01/04","じゅんk","false","感動しました。 こんな人が周りにあふれていたらいいなぁと思いました。 仕事に悩んでどうしようもなくなった人、この本を手にとってみてください。"
"2019/01/04","でろり～ん","false","どひゃあ、すんごい登録数！　人気なんですねえ。映画にもなってる。マンガにも。メディアミックスってやつですか。むうん、そっかあ、日本って病んでるのかもねえ。映画、マンガはどういうエンディングなのか分かりませんが、原作、１１月１５日で終わっておいた方が良かったような。。。悪意がカルイように感じました。でもハイレベルにリーダブル。でした。"
"2018/12/31","kon","false","仕事に対する気持ちが、非常に軽くなる物語である。主人公の、劣悪な環境で理不尽に耐え、働き続ける姿は、正に現代社会の形そのものであった。その中で彼がひとつの答えを出した時、思わず「良かったな」と呟いた。"
"2018/12/31","Y.S","false","仕事を頑張ろうと思っている新社会人に読んでほしい本。頑張ることは素晴らしいことであるけど、辛くて死にたいなんて考えるまで頑張るもんでもないと思う。"
"2018/12/30","non","true","軽くて短い。ラノベだからね。感動要素はあまりない。伏線もわかりやい。ラノベだからね(大事なことなので2回)。タイトルの大勝利。臨床心理士って2年もあればなれるものなの？"
"2018/12/30","さんこん","false","冒頭から飽きる事なく最後まで一気に読めました。読みやすさは、この一年読んだ中でも一番かも。 小説というよりは、啓発的な、メッセージ要素が強く感じた。ただ共感できる部分は多々あり、色々考えさせられるが、辞めれば全てが解決するわけではないわけで現実は難しいなと思う。ラノベだけあって小説読む気で読むと少し物足りないかな"
"2018/12/29","Victoria Kelley","false","★★★★★"
"2018/12/28","イガラシ","false","非常に読みやすい一方で、物語がそれほど深くない一冊。ブラック企業で働いている主人公が、「ヤマモト」に助けられるところから始まる。なぜ、嫌だったら辞めないんだろうと思って読んでいたが、会社を辞めると決心することが出来ない人もいるのかなと思ってみた。環境やそれぞれの性格もあるだろうから、そう簡単な話ではないのだろう。"
"2018/12/28","かいせい。","false","今更になって読んでみたのですが、なかなか辞めることや逃げることが難しい社会で、嫌なことや辛いことから距離を置いて考え直してみることも大切だなと思わされた。"
"2018/12/27","のりべん","false","毎日仕事を頑張る人に、「ちょっとだけ一休みしたら？」って言ってくれてる一冊。 真面目で頑張り屋な人ほど、きっとどんどん自分を責めてしまうから、私もヤマモトみたいな人に会いたいし、逆にヤマモトみたいな人にもなりたい（なれるものなら） 隆と実家の母との電話のやり取りのところが泣けた。「生きていれば人生何とでもなる」というのは当たり前のことのようでいて、忘れがちなことなのかもしれないと思った。"
"2018/12/27","だんだん","false","主人公みたいな真面目な人ほど思いつめて自◯したりしちゃうのだ。 私はこんな酷いパワハラも無かったし給料も良かったけど、このままこの職場にいても自分という人間を持て余してしまうだけかもしれないという漠然とした不安を理由に辞めた。 転職したら給料も上がったし条件も人間関係もめちゃ良くなったので、正しい選択だったのだと思う。耐え難いほど辛いとか何か違うと思うのならさっさと転職するが吉。 年齢が上がれば上がるほど転職は難しくなる。 「仕事なんて辛いのが当たり前」とか「皆我慢してる」とか言う無責任な意見は聞くな。"
