"date","user_name","netabare","text"
"2019/01/06","こふく","false","中２息子用に購入本。ミステリ小説としては展開が不十分やけど、日常生活で推理をする楽しさは身近で良かった。"
"2019/01/01","つん","false","久しぶりに再読。今の米澤作品ほどの緻密さはないが、色々なところに伏線が仕込んであり、再読だからこその楽しさを味わえた。奉太郎が今より饒舌なのが面白い。4人の距離感も初々しいところがあり、新鮮な気持ちで読むことが出来た。古典部シリーズをもう一度追いたいと感じた。"
"2018/12/30","しほ","false","小さな謎も大きな謎も、あっと思わされた。米澤さんの本にはまって立て続けに読んでいるけど、この本はとくに読みやすい。暗い話でもないし、飽きる暇もないし、面白かった◎"
"2018/12/30","さく","false","ミステリーとしては地味だけど、キャラクターが個性的でみんな立っている。ミステリーというよりは、イマドキの学園青春物語、といった感じ。"
"2018/12/26","wo","false","語彙レベルとしては、簡単すぎず難しすぎず、ちょっと読書に慣れてきた人が何か読むの無いかなあと思ったりする時に読むと丁度良いのかなあ、長さ的にも。それぞれのキャラがしっかりしてるから続編に期待です。"
"2018/12/26","しいな","false","以前から気になっていた氷菓。悪くない、出てくる文章や言葉が難しく思えるが、それもキャラクターだろう。読みやすく後味もすっきり。"
"2018/12/25","Snow","false","やっと古典部シリーズが手元に全巻揃ったので、1作目から再読。 あらすじをなんとなく覚えていても充分に楽しめた。"
"2018/12/21","tagomago","false","日常の謎と聞いて手元にあった手提げバッグがいつのまにかなくなっていたことがあったのを思い出した。単にお店に忘れていただけだったので謎でもなんでもないのだが。そんな日常のあってもおかしくない謎は派手さにかける。しかし今作のメインの謎である33年前の出来事はドラマティックな展開を見せる。その前の段階でこれに繋がるような巧妙な仕掛けがお見事だからだろう。そして主人公の成長を如才なく書ききる。たまには人が死なないのも良い。"
"2018/12/20","だし醤油","false","私は一周目この本にミステリとしての面白さを見出だせませんでした。マスターキーが出てきた最初の推理でガッカリし、所詮は青春小説の中にあるなんでもありなトリックだと思っていました。 しかし二周目、引っ掛かったのは折木姉の訪れていた国々です。そこに行けば輪廻から外れられるベレナス、鍵をかけ忘れているイスタンブール、その手紙が折木のもとに届く時期。そういう事だったのかと、ドキドキが止みませんでした。緻密。折木から覗いた３人の主要人物という構造も魅力的です。１９７２年を見ると、カンヤの五日間は守られていますね。"
"2018/12/18","ジャック","false","★★★★★【再読】"
"2018/12/16","schu","false","古典部スタート。これからが楽しみ。"
"2018/12/14","青柳","false","この作者の作品は初めて読む。周りからよく聞く名前なので期待値が高かったのだが、少し拍子抜けした。 シリーズ物ということで、気になった部分(主に姉)が今後描かれてくるのかもしれないが、他の古典部シリーズを読むかと問われると微妙。 この作品はライトノベル色が強く(後から調べたら、ライトノベルで賞を頂いていた)、一冊で好みに合わないと判断するのも早計なので直木賞候補に上がった「満願」も読んでみたいと思う。"
"2018/12/11","Hikki(時すでにお寿司)","false","「パーツではなくシステムが知りたいんです。」米澤穂信の本は初めて読みましたがこちらはデビュー作。見たことは無いけどアニメ化、実写映画化されてるらしいです。主人公の通う学校で起きた33年前の事件、ヒロインの叔父とそこを繋ぎ合わせるための推論。青春ミステリのシリーズ物らしいので続きを読んでみます。"
"2018/12/10","monde","false","再読。以前アニメで視聴していたせいか謎に対する驚き・物語に対する好奇心は少なかった。ただ、著者の作品は本作が初めてなので、このシリーズ自体を通しての主題を味わいたい。学園という、ある種形骸化した生活の場として構築されている世界に於いて主人公は「省エネ」を信念とし、千反田は「気になること」を行動理念に置いて、その形骸化された主体の袋小路から距離を置こうとしている姿が引き立つ本作。両者の信念の外側には多くの生きた日常の死体が横たわっている気がした。彼らの謎は学園内の「生」が衝突し歪みが生じた処にあるような。"
"2018/12/10","ぽんつん","false","省エネタイプの男子高校生が姉の勧めで古典部に入り、そこで出会った仲間と謎解きをしていく。前半はゆるゆると読んでいたが、「氷菓」が出てきたあたりからぐいぐい引き込まれた。33年前に起こった事件。いくつかの名称の隠された意味。もやもやが晴れて最後にスカッとした。中学生の子どもにも勧めたい。"
"2018/12/09","kon","false","本来事件に興味を持つのも、概要を知っていくのも、探偵(もしくは主人公)1人でする事が多いが、折木の場合、それらは千反田や里志に丸投げし、閃いた推理だけを披露する。非常にシンプルで見事な物語である。"
"2018/12/08","若菜","false","初読み作家さん。古典部のメンバーはみんな個性が強くて、面白かった。とてもあっさりしていたけど、シリーズとのことなので、今後の話の展開に期待したい。"
"2018/12/06","まみか(再登録)","false","初穂信さん本。期待が滅茶苦茶大きかった分、『え？』っとなったけど。苦笑。続き物だと知って、安心。"
"2018/12/06","ｽｷﾞｶｴﾙ","false","つまらないし読み難かったです。高校生の会話が変だし、誰が話しているのかすらよく分からない時もあります。これが“満願”を書いた人のデビュー作？　と思うと驚きですが、少し嬉しくなりました。作家は成長するものなんだとしみじみ思います。いついかにしてあの洗練された文体や創作テクニックを身に着けたのか、過程を調べる研究材料にはいいと思うし興味はあります。が、さすがにもう古典部シリーズは十分に堪能できたので、次は小市民シリーズかな。"
"2018/12/04","Hitoshi Nakamura","false","なるほど。 人が死なない推理小説というのは良いね。 しかし、その時代の感覚まで理解できるのだろうか？という疑問は残った。それって、ジェネレーションギャップなのか！？"
"2018/12/04","あっちゃん","false","★☆☆☆☆"
"2018/12/03","白黒甚平","false","学園ミステリー。軸となる古典部が集まった理由は学園のみに留まらず、地方にいる旧家たちが関わっているので中心は学校だが、舞台は町全体と考えて良さそうだった。挨拶代わりのような１巻目のようである。ただ、本作最初の謎であった氷菓の秘密は、色々な含みと考えられるが、今後冷めた人間である主人公がどう影響されていくのかは楽しみになる。"
"2018/12/01","たけお","false","ラノベを軽視するつもりは全然ないけど、米澤さんは結構重いテーマのものや殺人絡みのミステリ作品から入ったので、学園もので人も死なないとなるとちょっと物足りなさも。"
"2018/12/01","こっぴ","false","随分前にアニメでこの作品を知って、そこから原作を一通り読んだことはあったのだが、今回改めて再読。 何だろう、作中に幾度となく表記される「薔薇色」だけど、いつか終わってしまう高校生活だからこその「薔薇色」なんだと思う。 過去と今が段々と交錯していく中で、自分の高校生活はどうだったかなと度々振り返ったりもして、やっぱり何度読んでも懐かしい気持ちになる。"
"2018/12/01","いく☺︎","false","久しぶりのよねぽさん。楽しみにしていた古典部だけど、思っていたよりあっさり味。続編を読めばもっとどっぷりハマれるかしら。ふくちゃんいいキャラ。"
"2018/12/01","てんさん","false","氷菓のタイトルの意味……胸をえぐられました おもしろかったです。ありがとうございました"
"2018/11/30","たつ","false","青春学園謎解き小説。満願をよんでいたく感動したので、こちらを読んでみました。軽かったです。シリーズものでこれからどんな展開になるのかな？次は真実の１０メートル手前、かな。"
"2018/11/29","悪者。","true","神山高の古典部に入部した折木。OGで海外放浪をする姉に勧められ部室に行くと千反田がいた。彼女が密室にいた件を用務員の確認ミス。友人里志加入。すぐに返される学校歴史書は美術デッサンに使用。伊原加入。千反田は33年前古典部にいた伯父関谷の話をし彼が失踪中と言う。元部室で遠垣内に会い古典部の文集を探すが嫌がられる。折木は彼が部室で善からぬ事をしている事を含ませ文集を貰う。氷菓のタイトルの謎に折木は手記を載せたOGで司書に話を聞き学祭カンヤ祭が縮小され伯父が主犯として生贄になった。関谷=カンヤ。氷菓=スクリーム。"
"2018/11/29","俊","false","⭐️⭐️⭐️⭐️"
"2018/11/28","ジムトレーナーみゆき","false","ふわっとした終わり方。続編もあるようなので読んでみようと思います。"
"2018/11/27","もんしろちょー","false","前からアニメが気になっていて、原作を少し先行して読みました。結構本格的な事件とかを想像してたので、思ったよりライトで少し拍子抜けしたような。舞台が高校だし、そりゃそうか。ホータローとえるちゃんがこれからどうなるのか想像するだけでにやにやしてしまいます。続きとアニメ版も楽しみ。"
"2018/11/26","なおみん","false","米澤穂信さんの作品は ｢満願｣を読んでいました。満願の印象と違ってて 同じ作家さんなんだ~と 驚きました。そして あまりの薄さにも驚き( ☉_☉) 。 しかし、読むのにちょっと時間がかかりました。内容は面白かったのですが、私が普段使わない言葉が多々あり、読みにくかったのかな~~(^^;"
"2018/11/25","Hitsu","false","主人公の少し捻ったような考え方がとても面白く感じられた。アニメでも何度か見た事があり、各場面の情景がスムーズに想像出来たため内容の理解がとてもしやすかった。"
"2018/11/25","マンツーデー","false","3.0"
"2018/11/24","ネブソク","false","奉太郎のキャラいいですね。他の古典部のメンバーもそれぞれに魅力的です。のびのびと高校時代を楽しんでいる感じが、こちらも楽しくなってきます。登場人物の名前が凝ってるのも、密かな楽しみになってます。"
"2018/11/23","セキ","false","アニメの方が好きだ(^^)"
