"date","user_name","netabare","text"
"2019/01/07","29世紀","false","☆４☆どんどん続編が出る下町ロケット、やっと読みました。池井戸ワールド全開ですね。空飛ぶタイヤとかに似てる。でもこのお約束パターンが楽しい。そして、相変わらずこれでもかという苦境。まだくるか！でもきっと乗り切るぞ！どうやって？…というワクワク感、やっぱり楽しいです。"
"2019/01/06","ぼくすたー★（星の王子様）","false","下町ロケット２のドラマも終わった事だし 前作のドラマの内容を書こう。と言っても 皆さんWOWOW版の存在はご存知だろうか? 主演は三上博史、江原は池内博之、真野役 綾野剛、神谷弁護士は寺島しのぶ、財前役 渡部篤郎と言う顔ぶれで佃利奈は美山加恋 中でも江原の恋人は帝国重工の広報にいて 財前の奥さんも登場する。阿部寛が熱血的 なのに対して、三上博史はいかにも理系的 見比べて見ると中々面白く、原作とも違う 家族で安く見たい方はツタヤのレンタルが お勧め⇒５本で500円と消費税なり"
"2019/01/04","chiro","false","最後の利菜ちゃんのシーンに思わず泣きそうになりました。"
"2019/01/04","KAZOO","false","年末にテレビドラマが終わったようなので、シリーズ4作をまとめて読んでいこうと思っています。テレビドラマは見ないのですが、主人公のイメージは阿部寛ということで楽しく読みました。ドラマ向きに書かれているせいか非常に早く読むことができます。ピンチとチャンスがそれぞれに起こって、また人物描写も悪人と善人がわかりやすく書かれています。著者は元銀行員ですが、かなり企業について勉強されたせいかよく内情がわかります。"
"2019/01/04","mari","false","8/10点"
"2019/01/03","うちひと","false","あまりに出来過ぎた話に、やや大企業側の肩を持ちたくなるような気持ちも生じたが、痛快な娯楽小説として受け入れるべき作品であろう。夢を語れない上司や経営者にはついて行きたいと思えないものであるし、そういう意味で佃製作所の人々はかなり幸せなのではないかと思う"
"2019/01/03","こー","false","様々なトラブルが多数あったがそれを乗り越えて結果的にゴールに一丸となって取り組めるのが素晴らしいと思った。"
"2019/01/02","健介　kensuke","false","著者の作品の中で4番目？くらいに読みました。 少し時間を空けて読んでしまったのでところどころ抜けておりましたが 終盤の佃の会社が一致団結するところの燃える集団具合が非常に良かったです。 会社を経営する移乗株主や社員に還元するのは当然なのですが、原点や本当にやりたいこと、夢を追う大切さを感じました★★★★☆"
"2019/01/01","蜜りんご","false","紅白のユーミン以降の豪華なBGMとともに年をほんの数秒越して読み終えました。前半はドラマと変わらないのねーと淡々と読んでましたが、p455くらいからのトノには泣かされます。(まぁ、紅白のユーミンパワーとも言えなくもないですが。）物語の終盤が１月で読み時としてもちょうどよく、平成と新時代をまたぐ１冊となりました。 あけましておめでとうございます！"
"2018/12/29","RED FOX","false","池井戸さん得意の京浜地区(^^)各方面から降りかかる悪意を下町工場はどうやって凌げるのか、いやいや無理無理〜って思いながら読むのですが、以下省略(^^)気持ちいい小説。"
"2018/12/27","田中峰和","false","下町の中小企業の技術力は世界で通用しているが、社長の佃は元宇宙開発事業団の研究者だけに説得力がある。２代目社長として売り上げを３倍にしても、大企業の横暴に苦しめられる。売り上げの１割を占めた京浜マシナリーからいきなり取引停止されるのが第一難。弱り目に祟り目で、ナカシマ工業からは著作権侵害で訴訟を起こされる。大企業と闘えるのは佃の培った技術力とチーム力。その中心となるのが銀行から出向の殿村。社長の冒険に賛同できない社員たちも、超大企業の帝国重工の見下した態度に憤り一丸となる。がんばれベアーズを思い出す。"
"2018/12/26","えとー","true","現実ではこんなに事がうまく運ぶケースはまれであるとは思うが、夢を見てそれを叶えるために目の前の課題、問題をある時は慎重に、ある時は大胆に解決していく様が好きだ。展開に行き詰って苦悩する、また部下に夢を見すぎだと詰られてもうまく言い返せない、そんなかっこ悪さも含めて佃がかっこいいと思った。白を黒にすることはたやすいが、黒を白にするのは困難を極める。そして正義、真実はそんな困難を実現する可能性があるがいつもそうだとは限らない。しかし己の信じた信念を貫き通すのはこうもイカすものなのかと感動した。"
"2018/12/24","nao_hobby26","false","「信じよう、オレたちの技術を。」 元研究者が家業の町工場を継ぐことに。その町工場では、ロケットエンジンの核となる部品を作る。 信念を貫き、時に挫けそうな時も仲間と支え合う。 プライドを捨ててはいけない。 目線を向けるのは前にだけだ。"
"2018/12/21","ゆっこ","false","夢を追う男。 かっこいい。"
