"date","user_name","netabare","text"
"2019/01/06","mocha33","false","ようやく読めました。お店のイメージはドラマ版に引っ張られてしまいます。甘味処は出てこないのね。古書店に行ってみたくなりました。"
"2019/01/05","アイシャ","false","不思議なお話でした。本をめぐるミステリー。本好きの方にはたまらないのでしょうね。面白かったけれど、登場人物に好感が持てなくて困った。五浦君、りっぱな体格して健康でどうして就職できないのかなとか、やりたいことないのかなとか。店主が美人だからと、仕事決めるんだぁとか。篠川さんがどうもあやしくて、誠実さを感じないし、駅で五浦を待っていたのも本心なのかなとか。読み進めていくと、もう少し親近感湧くのかな？せどり屋の志田さんだけけっこう好感持てたけれど。話自体はとても興味深かったので、シリーズは読み続けるつもりです。"
"2019/01/04","yuppi","false","ビブリア古書堂では、本にまつわる色んな事件が起きる。最初に出て来た『夏目漱石全集』岩波書店出版の本は、家にもあった。父が本好きで、買った本に自分の蔵書印を押していた。この本にも『人の手に渡った古い本には、中身だけではなく本そのものにも物語がある』と書いてある。父親は、読みながら、線を引く癖があった、その時考えたことなども余白に書いたりしている。新聞の切り抜きが挟んであったりもする。父親の本を手に取ると人生が見えて来る気がした。本を読めなくなった父を思いながら、この本をきっかけに、父の足跡を時々たどる。"
"2019/01/03","愛の伝道師カロン","false","面白かった。篠川栞子さん、美人さんです。実はボク、メガネの美人さんにほのかな憧れを持っています。ぜひ彼女のお店で働きたいですね。そして、鞭で打たれたり、ハイヒールの踵でチ○ポぐりぐりしてほしいです…ちがいます、嘘です。ボクにそんな趣味はありません💦と、とにかく続きが気になりますね💦💦💦"
"2019/01/03","❁ブルーガーベラ❁","true","前回読了した、『活版印刷三日月堂』と前後して読みたいと思ってお正月の時期に一気読みでした。本(もしくは出版関係)をモチーフにした作品を読みたかったので、今回は題名からして古本にまつわるミステリー(？)古書の持ち主の裏に隠されたストーリーがほのぼのしていいのですが、登場人物に全く感情移入ができず─。栞子の怪我の犯人から頁を進めてむりやり感が凄かった。一度読めればいいかな？？作品は嫌いではないし読めるのですが、作中の登場人物を紹介する描写(誰でも)がくどい。題材はいいのに勿体ない。"
"2019/01/02","cao-rin","false","これはラノベってくくりなんですか？そもそもラノベの定義はよく分からないのですが、私自身普段は全くと言っていいほど読みません。でもこのシリーズはなんか気になってました。古書を題材にしたミステリーのような内容。ここに出てくる全ての名作に興味が湧きました。恥ずかしながら、所謂古典と言われるような名作をほとんど読んで来なかった私。この本を読み激しく後悔(; ;) まずは｢それから｣と｢晩年｣かな…(￣▽￣;) このシリーズ、読み続けていきたいです。"
"2019/01/02","かわかみ(*^◯^*)@ちなDe","false","普段ラノベは読まないのですが、評価が高かったので読んでみたら…。いやぁ、これはラノベにしておくのが勿体ない！！このお話は、本の虫シャイで聡明な美女、ビブリア古書堂の栞子さんを取り巻く本にまつわる物語。様々な持ち主の想いをのせ、巡り巡った古書達の壮大なドラマが、聡明な彼女によって美しも儚く紐解かれます。古書堂を訪れる個性的なお客さん達が持ち込む様々な事件は、サスペンスあり、人情あり、先人のドラマあり、恋愛要素あり。短編連載にも関わらず伏線の回収も素晴らしい。内側から湧き出る栞子さんの本に対する情熱は→→→→"
"2019/01/01","えうろぱ","false","ずっと気になっていた本をようやく読破。 古書店というあまり馴染みない場所での話だが、北鎌倉を舞台に様々な人と名著の一節を使って、謎解きをやっていくのはなかなか面白かった。 もう少し名作を読んで、教養を広げたいと思う。"
"2019/01/01","のんびり","false","最新刊を読んでいたらこの話ってどうだったっけ？と思い始めて第一弾から再読。短編っぽいけど本筋はずっとあるので途中でいろんな事件が挟まると本筋はなんだったっけ？と忘れてしまいます。（小さな伏線とかが特に忘れがち）第一弾は大輔と栞子さんが出会うところから大輔の祖母の秘密が暴かれるところまでそして栞子さんがどうして入院しているのか？という理由もわかる第一弾です"
"2018/12/31","コウ","false","本を題材にした本好きには堪らない1冊。優しい文体で癒されました。自分好みの作品だったのでシリーズで読めるのは非常に嬉しい。本書では古本ならではの良さを感じました。ほんだらけなどの古本屋にしか行ったことがないので機会を見つけて古書店巡りもしてみたいです。"
