"date","user_name","netabare","text"
"2019/01/07","チャチャ","false","周囲と喋り方を寄せ、同じことで怒り、皆で「普通」じゃない人を裁く…全て思い当たる。「普通」の人間には型や法則があって、自分にも他人にもそうあることを強いていたのだと実感した。白羽の言いなりになる恵子は不気味だったが、それはまさに、押し付けられた「普通」を必死で演じる自分のことなのでは？と、心が揺れた。"
"2019/01/06","Emma","false","芥川賞作品にしては比較的読みやすい本。社会にとって「普通の人生」とは何か。ここまで尖ってはないけど、共感できる部分もあった。"
"2019/01/06","メガネ👓","false","芥川賞受賞作品は少し敬遠していましたが、この作品は実に面白かった！ 人と違う、「普通」でない者たちに世間は残酷である。 数が少ない、マイノリティであるだけでその他大勢から正々堂々と虐げられることが許されている社会。 私も根底に、誰もが自然と出来ることがうまく出来ない欠陥品であるとの思いが強いので、本作品にはとても共感出来ました。 創作故、設定や登場人物は誇張されていますが、ほぼ今日の日本の姿が描かれています。 誰しもが何かを演じて生を繋いでいるのだな、と再認識しました。"
"2019/01/06","ゆい","false","あ〜不気味だ。 でも、主人公にとってもどうすることもできない。 結局人間は同じようにしていないと受け入れられない。"
"2019/01/06","Fromage","false","主人公のコンビニで働くアルバイトの古倉さんは変わった人ではあるのですが、古倉さんの合理的な考え方や何気なく呟く一言に何故だか大変共感してしまう面白さがありました。自分とは全く性格が異なるのに。好きな箇所はp31 私の喋り方も、誰かに伝染しているのかもしれない。こうして伝染し合いながら、私たちは人間であることを保ち続けているのだと思う。p128赤ん坊を携えていない妹を久しぶりに見たので、何だか忘れ物をしているように見えた。"
"2019/01/06","MMM","false","サクッと読了"
"2019/01/06","雛","false","お正月に読もうと借りた本。 やっと読む時間が出来、読み始めたら止まりませんでした。 カリスマコンビニ店員と言っても良いくらいの働きっぷりの恵子さん。 コンビニ以外の場所でも才能を発揮できそうな気がするのは私だけでしょうか。"
"2019/01/06","とっきー","false","普通じゃないものに対しての世間の目が冷たいというのはいつの年代になってもあると思うし、自分自身も人からの目とか世間体を気にする部分はあると思うので、共感できる部分もあった。 普通に生きるって難しい。"
"2019/01/06","YagiYagi","true","コンビニという身近な場所を舞台にした社会には不適合な主人公がコンビニでの活動を通じて、自身の存在意義を確認していく。"
"2019/01/06","げん","false","コンビニから広がっていく世界の狂暴さが怖かった。静かで淡々と柔らかく進んでいくストーリーの中でそれが描かれるのが、優しいけど不安で怖かった。 誰でも行ったことのある場所が舞台で、誰でもすっと持っていかれる作品。"
"2019/01/06","こまち","false","日常ふとしたときに思い出す本no.1。読んでいるときは読みやすい本だな〜、なかなか面白い。これが賞とったやつか〜。くらいの感想だったけど、読み終わってちょっと経つと、この物語をよく思い出す。普通って何？古倉さんだったらどう思うかな？てか、どのコンビニかな？セブン？ファミマ？みたいな。これがすごく心に残ってる作品ということなんだな。とりあえず女のやりとりの文書がさすがすぎる。拍手。"
"2019/01/06","ちっか(´･ω･`; )","false","驚きのエピソードの数々(^∀^；)かなり変わり者の主人公。だけど、コンビニの店員としては百点満点。ラスト、誰がどう思おうと、コンビニでイキイキと働き続けて！と思いました😃 「普通」…そんなの、なんの意味もない。自分が自分らしく、自分が納得し、自分で決めた生き方をすることの大切さを感じました！読んで良かった♪ それにしても、白羽はまったくもう最低ですね(*｀･ω･)ゞ"
"2019/01/06","ネコタ","false","(芥川賞)面白かった。芥川賞作品でこんなにすんなり読めたのは久しぶりかもしれない。主人公・惠子は「普通」とはちょっと違った変わった子。そしてそのままの姿で成長していったちょっと変わった大人でコンビニの店員。周りの人の言う「普通」というのが理解できない恵子。確かに、何が普通で何が普通じゃないかは誰が決めるんだろう。恵子にとっては生きづらい世の中と思ったけど、恵子は自分なりに自分の世界を作って生活してきた。最後はまたコンビニの店員に落ち着きそうで安心した。白羽はどうするんだろ。"
"2019/01/06","kttyst","false","人間社会とはかくも個性を殺して、環境に順応or洗脳されて、異物であることなかれという信条が暗黙の了解であるのかと感じさせられた。 白羽の言葉は感情論抜きに解釈すると、ある程度的を得ているとも感じられた。"
"2019/01/06","あさお","false","芥川賞受賞作＝文学作品＝小難しい話という先入観があったがとてもいい意味で裏切られた。凄く読みやすく面白かった。内容的にはアスペっぽい女性と被害妄想・ヒモっぽい男性の面白やりとり。彼らにはすごく共感できる。人をすぐに生理学的に分析して対策を取ろうとする最近の風潮は大嫌いです。何十年もレッテルを張られ続け期待に応えないといけないと良い子を演じ続ける辛さ。一人の世界はとても美しく見え羨ましいけど俺は家庭を持っている。色々と考えさせられます。"
