"id","answer","nb_answer","text"
"573811","","false","驚 こと 初め 違和感 恐怖 あと 点 点 納得 最後 種明かし 的 解説 ページ それ 女 子 そうそう 笑 映画 確か これ の 気"
"573811","鈴木君,","true","普段 自分 不注意 本 本 自分 都合 解釈 本 【charaname】 君 富士通 就職 ん そっか ギフト 商品 会社 0度 目 脳内 辻褄 よう 青春小説 クソ レビュー 帯 0度 謎とき 副題 side A side B 丁寧 本 内容"
"573811","","false","伏線 キーワード そう 購入 途中 トリック 先入観 素直 何 最後 どんでん返し 文章 自体 帯 あらすじ トリック こと こと よう 途中 方 の"
"573811","","false","自分 アホ 後 考察 サイト 全貌 把握 ハメ Kindle版 皆 ハイライト 部分 重要 伏線 それ 確認 無駄 深読み 人 途中 違和感 あなた 勘違い 記憶 違い スルー 何 気 オチ"
"573811","","false","題名 察し 通り 完全 恋愛 小説 男女 恋におちて すれ違い ストレート お話 作者 方 の ネットで話題 の 購入 帯 評判 通り 仰天 作 二 回 小説 そうそう もの by 読売新聞 大げさ ん ツッコミ 数 日 前 ホント めちゃくちゃ 恋愛小説 ん 台詞 クサ じゃなくて リアル 男性 視点 男性 時 こと の 勉強 ページ 最後 二 行 ストレート 恋愛 小説 とんでも 問題作 トリック の 解 私 腰 最初 0 ページ"
"573811","","false","仕掛 二 度 作品 部分 抜き モテ こと 男 男女 間 微妙 駆引き やり取り 秀逸 Wi-Fi 携帯 昔 気持ち 良作"
"573811","","false","帯 0 万人 私 なんの 変哲 恋愛小説 トリック ミステリー小説 よう 面 こと 映画"
"573811","","false","残り ページ 数 物語 終盤 どんでん返し 全く 予想 まま 最後 ページ どんでん返し 展開 これ 他 小説"
"573811","","false","それ以降 ミステリ 大概 もん"
"573811","","false","何 変 悶々 感じ 最後 二 行 目 なに ん それ 楽しみ そこ 時 なに 混乱"
"573811","","false","映画化 前 の 一 回 目 0回"
"573811","","false","テレビ おすすめ の 間違い 最後 何"
"573811","","true","最後"
"573811","","false","最後 0 行 何 こと トリック 瞬間 素直 自分 自分 映画 方 の みたい"
"573811","","false","結末 サプライズ 期待 想定範囲 映画 の"
"573811","","false","入院 中 ランキング"
"573811","マユ,夕樹","false","そ ー ゆ ー 返し の 他 事象 注意 難聴 原因 【charaname】 毒 たん 夕樹 初体験 パート 目 ミスリード 補強 よう 記述 レビュー 直後 謎 解 サイト ん 気 万人 オススメ 程 Side B 表向き 主人公 の の"
"573811","","false","映画 先 原作 興味 活字 意味 映画 セリフ"
"573811","","false","評価 ミステリ 最後 退屈 内容 最後 評価 一変 女 殺人事件"
"573811","","false","前半 後半 エンディング イマイチ 余韻"
"573811","","false","静岡大学 理学部 卒業 著者 静岡 舞台 もの 0 年代 後半 合コン 遠距離恋愛 青春 系 恋愛小説 文章 トリック そう フォークボール 最後 直球 方 ブログ 丁寧 解説 方 ミステリー 中級 者 向き 面白 本"
"573811","","false","ネタ らし 最後 納得 違和感 所 気 の"
"573811","","false","最後 0 行 ため 数時間 価値 ゾクゾク 感 もの ネタバレ 注意 0度 ありません 読み"
"573811","","false","正直 ところ 好き 本 これ 衝撃 本 衝撃のラスト では 小説 人間 生き物 衝撃 恋愛 傷 人 読後 自身 人生 繋がり はず 終盤 非常 退屈 小説 最後 僕 再読 そう"
"573811","","false","テレビ 的 賞賛 購入 期待 の の 理由 ため 真ん中 あたり うたい文句 こと 結局 理解 ストーリー 自体 普通 の 0度 私 中年 以上 年齢 かな"
"573811","","false","ラスト 0 行 警戒 予想 結局 結末 驚き 見事 感じ 驚き 結末 こと 何 結末 以外 ストーリー 内容 的 の 残念"
"573811","","true","友人 ベッドイン シーン リアル リアル 必要 納得 最後 0 行 目 うずうず 確か 見事 結末 ネット いろいろ 関連 サイト 検索 0度"
"573811","","false","最後 0 行 人 誰 これ ミステリー 多数 登場人物 名前 前半 主人公 0 重 人格者 違和感 連続 トリック これ ネタバレ この辺 読後感 驚愕 ネット ネタバレ たくさん 作者 男性 こと 方 意外 名前 先入 感 リピート 読者 圧倒的 支持 よう 今 期待 通り 個人的 好き嫌い 小説 残念 私 星 0 好意的評価"
"573811","","false","芸人 さん 紹介 ハードル 結末 予想 結末 感 我慢 分かれ目"
"573811","","true","それぞれ しゃべくり 様 二 度"
"573811","","false","基本 的 読み 味 ひねり 作中 時代 的 感じ 恋愛小説 そこ 見どころ 正直 内容 宣伝 明記 必要 どんでん返し 仕掛け 当作 見どころ 評価 全て 過言 ところ 事 自分 場合 普段 いくら ミステリー 類 毎回 よう 単純 人間 小説 仕掛け こと 誇り 人 個人的 エンタメ 無念 星 数 わけ 個人的 どれ 星 0 作品 評価 星 0 間 0"
"573811","","false","ミステリ 小説 途中 脳みそ 勝手 恋愛小説 認識 それ 作者 狙い どこ の 恋愛小説 後半 部分 腑に落ちない 主人公 キャラクター 何 の の 結末 こと そこ ページ 事 0回 読後 感想 もの よう 後味 の ミステリー 巧"
"573811","","false","言葉 購入 後味 後味 悪い 話 好き 方 の これ 腹 w こと 途中 最後 残念 途中 好き ん"
"573811","","false","ネット 商品 間違い あと 値段 勝負"
"573811","","false","新聞 書評 きっかけ 手 の たわい ラブ・ストーリー 仕掛け の 組み立て 確認 作者 綿密 構想 脱帽 次作 仕掛け 楽しみ"
"573811","","false","前評判 期待 伏線 バレバレ ところ 総評 期待 残念 感 sideA 何 波乱 順調 恋愛 様 恋愛小説"
"573811","","false","何 年 ぶり 感じ 周り 皆 期待 以上"
"573811","","false","小説 0 年代 楽曲名 年 出来事 等 推理 の ネット 検索 こと 納得 人"
"573811","","false","叙述トリック 叙述トリック ため 小説 全体 構成 本末転倒 作品 描写 読み手 常識 よう 意味 わけ 文中 違和感 結末 つじつま 具合 肩透かし 正直 物語 展開 起伏 部類 初恋 テーマ 描写 さ 上記 違和感 読者 ギミック 解明"
"573811","","false","映画化 普通 ラブストーリー 小説 ページ 数 最終 ページ 何 最後 0 行 話 辻褄 自分 意味 理解 映画 人 納得 小説 理解 挑戦"
"573811","","false","変 自分 暗記 力 せい 最後 0 行 謎 まま 何 想い 0時 間 なんじゃこりゃー 謎 時 私 感想 激変 数々 仕掛け"
"573811","","false","恋愛小説 確か 最後 二 行 上 評価 私 星 0"
"573811","","false","衝撃 の 期待 途中 残念"
"573811","","false","確か ラスト 作品 映画 本当"
"573811","","false","世の中 絶対 的 もの 恋愛 それ 物語 ネタバレ 興味 最後 こと 私 そこ 気軽 誰 オススメ 本"
"573811","","true","しゃべくり 0 よう 気持ち イマイチ"
