"id","answer","nb_answer","text"
"9296040","false","false","残り 0 ページ 結末 予想"
"9296040","false","false","タイトル 通り 主人公 男 出会い キッカケ 仕事 物語 読後感 爽快 内容 冗長 文体 点 自分 人生 テーマ 社会 周り 風潮 疲弊 がち 人たち の 物語 主人公 よう 自身 鼓舞 人 幸運 人 人 繋がり 大切 認識"
"9296040","false","false","主人公 今 行動 転職 活動"
"9296040","false","false","ヤマモト 存在 混乱 主人公 タッチ メッセージ性 社会 ため 会社 ため 命 何 時 自分 自分 大切 人 ため 十分 人"
"9296040","false","false","映像 向き プロット 読み 心地 これ 今 時代 反映 した 本 読書 人 安易 稚拙 さ これ これ 普段 本 人 手 注目 もの の 文芸 調 これ 人 メッセージ エンターテイメント さ ところ"
"9296040","true","false","昨日 夜 只今 読了 一年 足らず 仕事 主人公 確か 心 命 こと の 私 就職 頃 石 上 0 年 0 年 こと 0 年 目 仕事 0 年 目 自分 仕事 0 年 目 会社 の もの 0 年 後輩 たち 求人 差し障り 今 ん 親 帰っておいで ん 現実"
"9296040","false","false","ライト 文章 分 本書 メッセージ 胸 月曜日 自分 事 他 事 事 下手くそ 僕 自分 人生 本書 存在 僕 ヤマモト 勇気 明日 そう"
"9296040","true","false","今年 仕事始め 日 本 偶然 出会い 主人公 ヤマモト お互い こと 友人 途中 展開 部分 素敵 ラスト 描写 心 元気 時 の ため 理不尽 こと 結局 自分 大切な人 たち 幸せ ため"
"9296040","false","false","感動 人 周り 仕事 しよう 人 本 手"
"9296040","false","false","ゃあ ごい 登録 数 人気 ん 映画 マンガ メディアミックス やつ むうん そっか 日本 の 映画 マンガ エンディング の 原作 0 月 0 日 方 よう 悪意 よう ハイレベル リーダ ブル"
"9296040","false","false","仕事 気持ち 非常 物語 主人公 劣悪 環境 理不尽 姿 現代社会 形 そのもの 中 彼 ひとつ 答え 時"
"9296040","false","false","仕事 新社会人 本 こと こと もん"
"9296040","true","false","ラノベ 感動 要素 伏線 わかり い ラノベ 大事 こと 0回 タイトル 勝利 臨床心理士 0 年 もの"
"9296040","false","false","冒頭 事 最後 さ 一 年 中 一番 小説 啓発 的 メッセージ 要素 共感 部分 全て 解決 わけ わけ 現実 ラノベ 小説 気"
"9296040","false","true",""
"9296040","false","false","非常 一方 物語 一 冊 ブラック企業 主人公 ヤマモト ところ 嫌 ん 会社 決心 こと 人 の 環境 それぞれ 性格 簡単 話 の"
"9296040","false","false","今更 の こと こと 社会 嫌 こと こと 距離 こと 大切"
"9296040","false","false","毎日 仕事 人 一休み 一 冊 真面目 屋 人 自分 私 ヤマモト みたい 人 逆 ヤマモト みたい 人 もの 実家 母 電話 やり取り ところ 人生 何 の 当たり前 こと よう がち こと の"
"9296040","false","false","主人公 みたい 真面目 人 の 私 パワハラ 給料 このまま 職場 自分 人間 不安 理由 転職 給料 条件 人間関係 選択 の 何 の 転職 吉 年齢 転職 仕事 の 当たり前 皆 我慢 無責任 意見"
"9296040","false","false","転職 息子 本 タイトル そのもの 今 パワハラ 敏感 若者 達 ここ 上司 真面目 人 そこ こと の ラスト ばか ラノベ まち ライブラリー 本"
"9296040","false","false","ヤマモト よう 方 自分 にも 転職 苦しみ 私 経験 仕事 自分 考え 方向 方向 こと 転職 こと 最初 就職 スキル 給料 仕事 こと 事 自分 意思 間違い 正解 きっと それ 答え ん 他人 他人 自分 自分 身体 本 明日 0"
"9296040","false","false","今月 0 冊 目 物語 前 図書館 の 為 お金 為 就職 の 仕事 職場 己 命 自分 本末転倒 仕事 意義 人 それぞれ みなさん"
"9296040","false","false","自分 会社 こと 同僚 こと エピソード 箇所 最後 希望 読後感"
"9296040","false","true",""
"9296040","false","false","コミカル 作品 め 作品 今 ブラック 言葉 浸透 改善 部分 の 両親 言葉 私 よう の 最後 【charaname】 くん ヤマモト くん 幸"
"9296040","false","false","ブラック企業 激務 自殺 主人公 男 0 年 前 自殺 男 あらすじ ファンタジー 的 話 想像 内容 重く 場面 全体的 読後感 人生 何 ため の 答え 非常 納得 今 悩み 人 本 時間 気力 年末年始 時間 ボリューム 就活 前 学生さん"
"9296040","false","false","話 時 親身 相談 友人 大切さ さ 実感 こと 自分 友人 ヤマモト よう 存在 こと 人 みんな 一 冊"
"9296040","true","true","0時 間 読了 途中 両親 言葉 先輩 警鐘 ブラック企業 ん 最後 【charaname】 糾弾 通り 部長 幅 会社 あと 五十嵐 先輩 みたい やつ 会社 損失 やり方 るかな 0 0"
"9296040","false","false","作者 私 何 リットル 涙 つもり の これ 絶対 人前 あと タオル 私自身 夫 そう 顔 仕事 日 人間 今 日本 たくさん 多く 人 人 人 人 伏線 回収 能力 表現 意外 展開 一個 伏線 ん それ 余計 そっち 感 読後感"
"9296040","false","false","職種 分野 共感 場面 はず 主人公 葛藤"
"9296040","true","true","理不尽 こと ヤマモト さ 自分 あと 五十嵐 先輩 意地悪 自分 人生 自分 自分 大切 人 ため"
"9296040","false","false","感じ 想像 仕事 両親 救い 言葉 子供 逃げ場 親 映画"
